Year,Metric,Correlation,P-value,N,Significance
2013,GDP per Capita,0.40439737868399617,0.0043613197428202495,48,**
2013,Health Expenditure (% GDP),0.350984456983137,0.014446533207622103,48,*
2013,Urban Population (%),0.15640289490923634,0.28842731204483,48,ns
2013,Birth Rate,0.007213802240304091,0.9611887717370797,48,ns
2013,Net Migration,0.5273656337199615,0.0001174463575930717,48,***
2013,Population Density,0.15857007665383807,0.2817146285389795,48,ns
2013,Political Stability Index,-0.11467155591921359,0.43769517749028697,48,ns
2013,Household Size,-0.17564969196349006,0.23241152891679218,48,ns
2013,Vaccine Coverage 1st Dose (%),-0.24640782685986234,0.09135253699908666,48,.
2013,Vaccine Coverage 2nd Dose (%),-0.12365263383670289,0.4024078044054459,48,ns
2013,Year,,,48,
