Year,Metric,Correlation,P-value,N,Significance
2016,GDP per Capita,-0.1927472159501275,0.010379028107632613,176,*
2016,Health Expenditure (% GDP),-0.10158374406422707,0.21456060146194011,151,ns
2016,Vaccine Hesitancy (%),-0.23903035470320727,0.04627760526664358,70,*
2016,Urban Population (%),-0.15910088240739373,0.03441337963972468,177,*
2016,Birth Rate,0.31469999670130167,1.9896803407556913e-05,177,***
2016,Net Migration,0.09788141560923637,0.1949356553474959,177,ns
2016,Population Density,-0.08205034639771705,0.2776089273951431,177,ns
2016,Political Stability Index,-0.3197524725940797,1.43566714418066e-05,177,***
2016,Household Size,0.26721910117424824,0.00032372243039623333,177,***
2016,Vaccine Coverage 1st Dose (%),-0.23310221340647447,0.001688208722447142,179,**
2016,Vaccine Coverage 2nd Dose (%),-0.17735381421410631,0.017868552256882806,178,*
2016,Year,,,179,
