Year,Metric,Correlation,P-value,N,Significance
2022,GDP per Capita,0.6243707834669545,2.73224813145326e-06,47,***
2022,Health Expenditure (% GDP),0.31802353078587825,0.029372163532420986,47,*
2022,Vaccine Hesitancy (%),0.029192062708999905,0.8455627713316245,47,ns
2022,Urban Population (%),0.44109843542485294,0.0019128901096659662,47,**
2022,Birth Rate,0.047742398743505846,0.7499740178346714,47,ns
2022,Net Migration,0.5868133035463017,1.4567898548033647e-05,47,***
2022,Population Density,0.17754986149494045,0.23249439488890059,47,ns
2022,Political Stability Index,-0.22754714062861459,0.12399108650155612,47,ns
2022,Household Size,-0.08909114321519884,0.551497633091174,47,ns
2022,Vaccine Coverage 1st Dose (%),0.2680256241962989,0.06853105151980315,47,.
2022,Vaccine Coverage 2nd Dose (%),0.20219461989969045,0.17289019401362232,47,ns
2022,Year,,,47,
