Year,Metric,Correlation,P-value,N,Significance
2018,GDP per Capita,-0.07477760420378636,0.3198136974810507,179,ns
2018,Health Expenditure (% GDP),-0.056621728839753006,0.4854948028217554,154,ns
2018,Urban Population (%),-0.10184042228205675,0.17371813567896985,180,ns
2018,Birth Rate,0.07643008875182326,0.30783949298674873,180,ns
2018,Net Migration,-0.07071452794660882,0.34552395535348746,180,ns
2018,Population Density,-0.0800359978496642,0.28550737885650274,180,ns
2018,Political Stability Index,-0.4125409484173815,8.683358600280468e-09,180,***
2018,Household Size,0.055197481870945926,0.46175868242464624,180,ns
2018,Vaccine Coverage 1st Dose (%),-0.22343502293657574,0.002429712585242306,182,**
2018,Vaccine Coverage 2nd Dose (%),-0.17810222537771533,0.016452045958116716,181,*
2018,Year,,,182,
