Year,Metric,Correlation,P-value,N,Significance
2019,GDP per Capita,-0.07280611581048956,0.3260190054642925,184,ns
2019,Health Expenditure (% GDP),-0.08599900476685708,0.2811014938818765,159,ns
2019,Vaccine Hesitancy (%),-0.1586397033199075,0.03195805077397991,183,*
2019,Urban Population (%),-0.07528662179241932,0.30843352798964935,185,ns
2019,Birth Rate,0.0908980276800535,0.218503893004209,185,ns
2019,Net Migration,-0.028371257413119935,0.7014584195783806,185,ns
2019,Population Density,-0.0740407977670125,0.3165302861550369,185,ns
2019,Political Stability Index,-0.2703814347271548,0.0001974708205562475,185,***
2019,Household Size,0.08813758651873305,0.2328698955034087,185,ns
2019,Vaccine Coverage 1st Dose (%),-0.2709079299838417,0.0001767341941941386,187,***
2019,Vaccine Coverage 2nd Dose (%),-0.17393213366375143,0.01727915490072346,187,*
2019,Year,,,187,
