Year,Metric,Correlation,P-value,N,Significance
2019,GDP per Capita,0.35307998841799293,0.004879967445601959,62,**
2019,Health Expenditure (% GDP),-0.1537898437915935,0.23270738731444396,62,ns
2019,Vaccine Hesitancy (%),-0.025949454680967116,0.8413228892372754,62,ns
2019,Urban Population (%),0.1670097953601933,0.194490859470314,62,ns
2019,Birth Rate,-0.302934503672402,0.01669770401399592,62,*
2019,Net Migration,0.22332460673951093,0.08102258784008158,62,.
2019,Population Density,0.0417881976000712,0.7470851474964404,62,ns
2019,Political Stability Index,0.03139161703773465,0.8086196280020651,62,ns
2019,Household Size,-0.29598535027130124,0.019503588952492545,62,*
2019,Vaccine Coverage 1st Dose (%),-0.4494412994669111,0.00024784558063386023,62,***
2019,Vaccine Coverage 2nd Dose (%),-0.2220353008302871,0.08283824079985733,62,.
2019,Year,,,62,
